to_label,transition_time,label,experiment_id,architecture,cut_layer,batch_size,epochs,learning_rate
To 0,0.0003618447712028,0,105,784_256_128_64_10,2,64,3,0.01
To 0,0.0003579594966133,0,105,784_256_128_64_10,2,64,3,0.01
To 0,0.0003656693847933,0,105,784_256_128_64_10,2,64,3,0.01
To 0,0.0003688935743781,0,105,784_256_128_64_10,2,64,3,0.01
To 0,0.0003556580095597,0,105,784_256_128_64_10,2,64,3,0.01
To 0,0.0003785802402912,0,105,784_256_128_64_10,2,64,3,0.01
To 0,0.0003629733277676,0,105,784_256_128_64_10,2,64,3,0.01
To 0,0.0003564193939305,0,105,784_256_128_64_10,2,64,3,0.01
To 0,0.0003692501542196,0,105,784_256_128_64_10,2,64,3,0.01
To 0,0.0003603542406941,0,105,784_256_128_64_10,2,64,3,0.01
To 1,0.0003613675331103,1,105,784_256_128_64_10,2,64,3,0.01
To 1,0.0003614658755915,1,105,784_256_128_64_10,2,64,3,0.01
To 1,0.0003648212503117,1,105,784_256_128_64_10,2,64,3,0.01
To 1,0.000358913859669,1,105,784_256_128_64_10,2,64,3,0.01
To 1,0.000364399099207,1,105,784_256_128_64_10,2,64,3,0.01
To 1,0.0003645057854158,1,105,784_256_128_64_10,2,64,3,0.01
To 1,0.0003708309132205,1,105,784_256_128_64_10,2,64,3,0.01
To 1,0.000359084669628,1,105,784_256_128_64_10,2,64,3,0.01
To 1,0.0003741405026473,1,105,784_256_128_64_10,2,64,3,0.01
To 1,0.0003592070062362,1,105,784_256_128_64_10,2,64,3,0.01
To 2,0.0003579668931558,2,105,784_256_128_64_10,2,64,3,0.01
To 2,0.0003632856864849,2,105,784_256_128_64_10,2,64,3,0.01
To 2,0.0003691257745322,2,105,784_256_128_64_10,2,64,3,0.01
To 2,0.0003591854678202,2,105,784_256_128_64_10,2,64,3,0.01
To 2,0.000358658835442,2,105,784_256_128_64_10,2,64,3,0.01
To 2,0.0003652855202003,2,105,784_256_128_64_10,2,64,3,0.01
To 2,0.0003617063056429,2,105,784_256_128_64_10,2,64,3,0.01
To 2,0.0003600752542889,2,105,784_256_128_64_10,2,64,3,0.01
To 2,0.0003621597770507,2,105,784_256_128_64_10,2,64,3,0.01
To 2,0.0003601984733323,2,105,784_256_128_64_10,2,64,3,0.01
To 3,0.0003614563833583,3,105,784_256_128_64_10,2,64,3,0.01
To 3,0.0003609174472731,3,105,784_256_128_64_10,2,64,3,0.01
To 3,0.0003586323623484,3,105,784_256_128_64_10,2,64,3,0.01
To 3,0.0003573260792864,3,105,784_256_128_64_10,2,64,3,0.01
To 3,0.000363845678141,3,105,784_256_128_64_10,2,64,3,0.01
To 3,0.0003670658611253,3,105,784_256_128_64_10,2,64,3,0.01
To 3,0.0003657232401734,3,105,784_256_128_64_10,2,64,3,0.01
To 3,0.0003623400139905,3,105,784_256_128_64_10,2,64,3,0.01
To 3,0.00036529256494,3,105,784_256_128_64_10,2,64,3,0.01
To 3,0.0003613914762224,3,105,784_256_128_64_10,2,64,3,0.01
To 4,0.0003666166008939,4,105,784_256_128_64_10,2,64,3,0.01
To 4,0.0003621664377113,4,105,784_256_128_64_10,2,64,3,0.01
To 4,0.0003625871645335,4,105,784_256_128_64_10,2,64,3,0.01
To 4,0.0003636725743611,4,105,784_256_128_64_10,2,64,3,0.01
To 4,0.000360143363407,4,105,784_256_128_64_10,2,64,3,0.01
To 4,0.0003534784655283,4,105,784_256_128_64_10,2,64,3,0.01
To 4,0.0003607936001161,4,105,784_256_128_64_10,2,64,3,0.01
To 4,0.0003639004328479,4,105,784_256_128_64_10,2,64,3,0.01
To 4,0.000355838190222,4,105,784_256_128_64_10,2,64,3,0.01
To 4,0.0003602124886397,4,105,784_256_128_64_10,2,64,3,0.01
To 5,0.0003553897910414,5,105,784_256_128_64_10,2,64,3,0.01
To 5,0.0003623745777533,5,105,784_256_128_64_10,2,64,3,0.01
To 5,0.0003635601330828,5,105,784_256_128_64_10,2,64,3,0.01
To 5,0.0003749027240931,5,105,784_256_128_64_10,2,64,3,0.01
To 5,0.0003611071814018,5,105,784_256_128_64_10,2,64,3,0.01
To 5,0.0003643172127859,5,105,784_256_128_64_10,2,64,3,0.01
To 5,0.0003620539361911,5,105,784_256_128_64_10,2,64,3,0.01
To 5,0.000361365133257,5,105,784_256_128_64_10,2,64,3,0.01
To 5,0.0003590434392293,5,105,784_256_128_64_10,2,64,3,0.01
To 5,0.0003668960568913,5,105,784_256_128_64_10,2,64,3,0.01
To 6,0.0003615050120629,6,105,784_256_128_64_10,2,64,3,0.01
To 6,0.0003857669291843,6,105,784_256_128_64_10,2,64,3,0.01
To 6,0.0003639845948637,6,105,784_256_128_64_10,2,64,3,0.01
To 6,0.0003613311206916,6,105,784_256_128_64_10,2,64,3,0.01
To 6,0.0003783785304598,6,105,784_256_128_64_10,2,64,3,0.01
To 6,0.0003711620126917,6,105,784_256_128_64_10,2,64,3,0.01
To 6,0.0003584686512221,6,105,784_256_128_64_10,2,64,3,0.01
To 6,0.000363275168537,6,105,784_256_128_64_10,2,64,3,0.01
To 6,0.0003678406827122,6,105,784_256_128_64_10,2,64,3,0.01
To 6,0.0003589115986207,6,105,784_256_128_64_10,2,64,3,0.01
To 7,0.0003599052029754,7,105,784_256_128_64_10,2,64,3,0.01
To 7,0.000361148953664,7,105,784_256_128_64_10,2,64,3,0.01
To 7,0.0003665104824068,7,105,784_256_128_64_10,2,64,3,0.01
To 7,0.0003675373454028,7,105,784_256_128_64_10,2,64,3,0.01
To 7,0.0003639054579494,7,105,784_256_128_64_10,2,64,3,0.01
To 7,0.0003601770682875,7,105,784_256_128_64_10,2,64,3,0.01
To 7,0.0003695429701607,7,105,784_256_128_64_10,2,64,3,0.01
To 7,0.0003625176593768,7,105,784_256_128_64_10,2,64,3,0.01
To 7,0.0003615696027281,7,105,784_256_128_64_10,2,64,3,0.01
To 7,0.0003683503298835,7,105,784_256_128_64_10,2,64,3,0.01
To 8,0.0003695736966305,8,105,784_256_128_64_10,2,64,3,0.01
To 8,0.0003580005490727,8,105,784_256_128_64_10,2,64,3,0.01
To 8,0.0003565756201046,8,105,784_256_128_64_10,2,64,3,0.01
To 8,0.000357405655795,8,105,784_256_128_64_10,2,64,3,0.01
To 8,0.0003603633860467,8,105,784_256_128_64_10,2,64,3,0.01
To 8,0.0003569051623344,8,105,784_256_128_64_10,2,64,3,0.01
To 8,0.000357304735688,8,105,784_256_128_64_10,2,64,3,0.01
To 8,0.0003573306508966,8,105,784_256_128_64_10,2,64,3,0.01
To 8,0.0003589439566118,8,105,784_256_128_64_10,2,64,3,0.01
To 8,0.0003571720133982,8,105,784_256_128_64_10,2,64,3,0.01
To 9,0.0003594348090035,9,105,784_256_128_64_10,2,64,3,0.01
To 9,0.0003682110044691,9,105,784_256_128_64_10,2,64,3,0.01
To 9,0.0003607779350863,9,105,784_256_128_64_10,2,64,3,0.01
To 9,0.0003667788363813,9,105,784_256_128_64_10,2,64,3,0.01
To 9,0.0003617416678015,9,105,784_256_128_64_10,2,64,3,0.01
To 9,0.0003703524314006,9,105,784_256_128_64_10,2,64,3,0.01
To 9,0.0003552921608492,9,105,784_256_128_64_10,2,64,3,0.01
To 9,0.0003570270936523,9,105,784_256_128_64_10,2,64,3,0.01
To 9,0.0003691639121419,9,105,784_256_128_64_10,2,64,3,0.01
To 9,0.0003623091178256,9,105,784_256_128_64_10,2,64,3,0.01
To 0,0.0003497555028254,0,102,784_256_128_64_10,2,32,5,0.001
To 0,0.0003566152114981,0,102,784_256_128_64_10,2,32,5,0.001
To 0,0.0003506800933776,0,102,784_256_128_64_10,2,32,5,0.001
To 0,0.0003504077924071,0,102,784_256_128_64_10,2,32,5,0.001
To 0,0.0003510104322617,0,102,784_256_128_64_10,2,32,5,0.001
To 0,0.0003587400371378,0,102,784_256_128_64_10,2,32,5,0.001
To 0,0.0003586249285251,0,102,784_256_128_64_10,2,32,5,0.001
To 0,0.0003487480167294,0,102,784_256_128_64_10,2,32,5,0.001
To 0,0.0003498461647951,0,102,784_256_128_64_10,2,32,5,0.001
To 0,0.0003458176429289,0,102,784_256_128_64_10,2,32,5,0.001
To 1,0.0003488844751041,1,102,784_256_128_64_10,2,32,5,0.001
To 1,0.0003568237640438,1,102,784_256_128_64_10,2,32,5,0.001
To 1,0.0003548726108736,1,102,784_256_128_64_10,2,32,5,0.001
To 1,0.0003469880567153,1,102,784_256_128_64_10,2,32,5,0.001
To 1,0.0003538925484671,1,102,784_256_128_64_10,2,32,5,0.001
To 1,0.0003528764708386,1,102,784_256_128_64_10,2,32,5,0.001
To 1,0.0003518430924997,1,102,784_256_128_64_10,2,32,5,0.001
To 1,0.0003522665350824,1,102,784_256_128_64_10,2,32,5,0.001
To 1,0.00035512791974,1,102,784_256_128_64_10,2,32,5,0.001
To 1,0.0003460920829427,1,102,784_256_128_64_10,2,32,5,0.001
To 2,0.000347078453499,2,102,784_256_128_64_10,2,32,5,0.001
To 2,0.0003719765974425,2,102,784_256_128_64_10,2,32,5,0.001
To 2,0.0003524988062702,2,102,784_256_128_64_10,2,32,5,0.001
To 2,0.0003504869832071,2,102,784_256_128_64_10,2,32,5,0.001
To 2,0.0003453775154019,2,102,784_256_128_64_10,2,32,5,0.001
To 2,0.0003529504919103,2,102,784_256_128_64_10,2,32,5,0.001
To 2,0.0003503989592224,2,102,784_256_128_64_10,2,32,5,0.001
To 2,0.0003536468670691,2,102,784_256_128_64_10,2,32,5,0.001
To 2,0.0003559087893512,2,102,784_256_128_64_10,2,32,5,0.001
To 2,0.0003555854422147,2,102,784_256_128_64_10,2,32,5,0.001
To 3,0.0003533537147256,3,102,784_256_128_64_10,2,32,5,0.001
To 3,0.0003493201814472,3,102,784_256_128_64_10,2,32,5,0.001
To 3,0.0003466288516734,3,102,784_256_128_64_10,2,32,5,0.001
To 3,0.0003542694327997,3,102,784_256_128_64_10,2,32,5,0.001
To 3,0.0003569364225977,3,102,784_256_128_64_10,2,32,5,0.001
To 3,0.0003550990067283,3,102,784_256_128_64_10,2,32,5,0.001
To 3,0.0003477578480627,3,102,784_256_128_64_10,2,32,5,0.001
To 3,0.0003487999178525,3,102,784_256_128_64_10,2,32,5,0.001
To 3,0.0003604073022875,3,102,784_256_128_64_10,2,32,5,0.001
To 3,0.0003461182901733,3,102,784_256_128_64_10,2,32,5,0.001
To 4,0.0003539360203423,4,102,784_256_128_64_10,2,32,5,0.001
To 4,0.0003538692396968,4,102,784_256_128_64_10,2,32,5,0.001
To 4,0.0003651534713561,4,102,784_256_128_64_10,2,32,5,0.001
To 4,0.0003561878651031,4,102,784_256_128_64_10,2,32,5,0.001
To 4,0.0003585537709492,4,102,784_256_128_64_10,2,32,5,0.001
To 4,0.0003496488055297,4,102,784_256_128_64_10,2,32,5,0.001
To 4,0.0003457506162372,4,102,784_256_128_64_10,2,32,5,0.001
To 4,0.0003502117757944,4,102,784_256_128_64_10,2,32,5,0.001
To 4,0.0003482036092889,4,102,784_256_128_64_10,2,32,5,0.001
To 4,0.0003669260270919,4,102,784_256_128_64_10,2,32,5,0.001
To 5,0.0003476129428527,5,102,784_256_128_64_10,2,32,5,0.001
To 5,0.0003473151645345,5,102,784_256_128_64_10,2,32,5,0.001
To 5,0.000354987349958,5,102,784_256_128_64_10,2,32,5,0.001
To 5,0.0003547578121379,5,102,784_256_128_64_10,2,32,5,0.001
To 5,0.0003469819213646,5,102,784_256_128_64_10,2,32,5,0.001
To 5,0.0003583664968426,5,102,784_256_128_64_10,2,32,5,0.001
To 5,0.0003538637292843,5,102,784_256_128_64_10,2,32,5,0.001
To 5,0.000353411374339,5,102,784_256_128_64_10,2,32,5,0.001
To 5,0.0003524515159341,5,102,784_256_128_64_10,2,32,5,0.001
To 5,0.0003537126377691,5,102,784_256_128_64_10,2,32,5,0.001
To 6,0.0003554181589913,6,102,784_256_128_64_10,2,32,5,0.001
To 6,0.0003505259526839,6,102,784_256_128_64_10,2,32,5,0.001
To 6,0.000350449236739,6,102,784_256_128_64_10,2,32,5,0.001
To 6,0.000348578927263,6,102,784_256_128_64_10,2,32,5,0.001
To 6,0.0003582800922688,6,102,784_256_128_64_10,2,32,5,0.001
To 6,0.000350592136383,6,102,784_256_128_64_10,2,32,5,0.001
To 6,0.0003583165151732,6,102,784_256_128_64_10,2,32,5,0.001
To 6,0.0003497853517377,6,102,784_256_128_64_10,2,32,5,0.001
To 6,0.0003480525923732,6,102,784_256_128_64_10,2,32,5,0.001
To 6,0.0003493977401216,6,102,784_256_128_64_10,2,32,5,0.001
To 7,0.0003564749793226,7,102,784_256_128_64_10,2,32,5,0.001
To 7,0.0003554983278121,7,102,784_256_128_64_10,2,32,5,0.001
To 7,0.0003491086687535,7,102,784_256_128_64_10,2,32,5,0.001
To 7,0.0003483375487074,7,102,784_256_128_64_10,2,32,5,0.001
To 7,0.0003693563896313,7,102,784_256_128_64_10,2,32,5,0.001
To 7,0.0003463442088659,7,102,784_256_128_64_10,2,32,5,0.001
To 7,0.0003607816836682,7,102,784_256_128_64_10,2,32,5,0.001
To 7,0.0003567402179424,7,102,784_256_128_64_10,2,32,5,0.001
To 7,0.0003485655086759,7,102,784_256_128_64_10,2,32,5,0.001
To 7,0.0003601381721914,7,102,784_256_128_64_10,2,32,5,0.001
To 8,0.000351368543807,8,102,784_256_128_64_10,2,32,5,0.001
To 8,0.0003566367995814,8,102,784_256_128_64_10,2,32,5,0.001
To 8,0.0003506118117349,8,102,784_256_128_64_10,2,32,5,0.001
To 8,0.0003521498548508,8,102,784_256_128_64_10,2,32,5,0.001
To 8,0.0003542694566479,8,102,784_256_128_64_10,2,32,5,0.001
To 8,0.0003466955584807,8,102,784_256_128_64_10,2,32,5,0.001
To 8,0.0003512342686528,8,102,784_256_128_64_10,2,32,5,0.001
To 8,0.0003497695577317,8,102,784_256_128_64_10,2,32,5,0.001
To 8,0.0003494859992961,8,102,784_256_128_64_10,2,32,5,0.001
To 8,0.0003560178420122,8,102,784_256_128_64_10,2,32,5,0.001
To 9,0.0003554605088143,9,102,784_256_128_64_10,2,32,5,0.001
To 9,0.0003482220769454,9,102,784_256_128_64_10,2,32,5,0.001
To 9,0.0003540256749028,9,102,784_256_128_64_10,2,32,5,0.001
To 9,0.0003557322986562,9,102,784_256_128_64_10,2,32,5,0.001
To 9,0.0003497693232748,9,102,784_256_128_64_10,2,32,5,0.001
To 9,0.0003484617175308,9,102,784_256_128_64_10,2,32,5,0.001
To 9,0.0003647566092377,9,102,784_256_128_64_10,2,32,5,0.001
To 9,0.0003498441630522,9,102,784_256_128_64_10,2,32,5,0.001
To 9,0.0003496919596747,9,102,784_256_128_64_10,2,32,5,0.001
To 9,0.0003545732224012,9,102,784_256_128_64_10,2,32,5,0.001
To 0,0.0003691505547144,0,103,784_256_128_64_10,2,32,5,0.001
To 0,0.0003658960544228,0,103,784_256_128_64_10,2,32,5,0.001
To 0,0.0003623558764574,0,103,784_256_128_64_10,2,32,5,0.001
To 0,0.0003756942050825,0,103,784_256_128_64_10,2,32,5,0.001
To 0,0.0003725874394629,0,103,784_256_128_64_10,2,32,5,0.001
To 0,0.0003670919122117,0,103,784_256_128_64_10,2,32,5,0.001
To 0,0.0003705946561321,0,103,784_256_128_64_10,2,32,5,0.001
To 0,0.0003742285760698,0,103,784_256_128_64_10,2,32,5,0.001
To 0,0.0003632856808167,0,103,784_256_128_64_10,2,32,5,0.001
To 0,0.0003849109041537,0,103,784_256_128_64_10,2,32,5,0.001
To 1,0.0003747683137519,1,103,784_256_128_64_10,2,32,5,0.001
To 1,0.000364863151787,1,103,784_256_128_64_10,2,32,5,0.001
To 1,0.0003624929949846,1,103,784_256_128_64_10,2,32,5,0.001
To 1,0.0003686406562711,1,103,784_256_128_64_10,2,32,5,0.001
To 1,0.000373080467093,1,103,784_256_128_64_10,2,32,5,0.001
To 1,0.0003679823388217,1,103,784_256_128_64_10,2,32,5,0.001
To 1,0.0003630946322185,1,103,784_256_128_64_10,2,32,5,0.001
To 1,0.0003721539120732,1,103,784_256_128_64_10,2,32,5,0.001
To 1,0.0003657199640189,1,103,784_256_128_64_10,2,32,5,0.001
To 1,0.000367221299255,1,103,784_256_128_64_10,2,32,5,0.001
To 2,0.0003658310539934,2,103,784_256_128_64_10,2,32,5,0.001
To 2,0.0003663363825767,2,103,784_256_128_64_10,2,32,5,0.001
To 2,0.0003696525288837,2,103,784_256_128_64_10,2,32,5,0.001
To 2,0.0003733598376689,2,103,784_256_128_64_10,2,32,5,0.001
To 2,0.0003663475280614,2,103,784_256_128_64_10,2,32,5,0.001
To 2,0.000363020241887,2,103,784_256_128_64_10,2,32,5,0.001
To 2,0.0003676360413765,2,103,784_256_128_64_10,2,32,5,0.001
To 2,0.0003668735986254,2,103,784_256_128_64_10,2,32,5,0.001
To 2,0.0003832607591315,2,103,784_256_128_64_10,2,32,5,0.001
To 2,0.0003620344693543,2,103,784_256_128_64_10,2,32,5,0.001
To 3,0.0003733205264217,3,103,784_256_128_64_10,2,32,5,0.001
To 3,0.0003623971949998,3,103,784_256_128_64_10,2,32,5,0.001
To 3,0.0003622542344297,3,103,784_256_128_64_10,2,32,5,0.001
To 3,0.0003745816707764,3,103,784_256_128_64_10,2,32,5,0.001
To 3,0.0003661991130967,3,103,784_256_128_64_10,2,32,5,0.001
To 3,0.0003738626974237,3,103,784_256_128_64_10,2,32,5,0.001
To 3,0.0003713580509424,3,103,784_256_128_64_10,2,32,5,0.001
To 3,0.0003621002322756,3,103,784_256_128_64_10,2,32,5,0.001
To 3,0.0003813606762536,3,103,784_256_128_64_10,2,32,5,0.001
To 3,0.0003685878295647,3,103,784_256_128_64_10,2,32,5,0.001
To 4,0.0003673168234718,4,103,784_256_128_64_10,2,32,5,0.001
To 4,0.0003699856906753,4,103,784_256_128_64_10,2,32,5,0.001
To 4,0.000374064928058,4,103,784_256_128_64_10,2,32,5,0.001
To 4,0.0003714898869759,4,103,784_256_128_64_10,2,32,5,0.001
To 4,0.0003684969954889,4,103,784_256_128_64_10,2,32,5,0.001
To 4,0.0003718815403855,4,103,784_256_128_64_10,2,32,5,0.001
To 4,0.0003622994141236,4,103,784_256_128_64_10,2,32,5,0.001
To 4,0.0003646964725759,4,103,784_256_128_64_10,2,32,5,0.001
To 4,0.0003717258383424,4,103,784_256_128_64_10,2,32,5,0.001
To 4,0.0003678016130932,4,103,784_256_128_64_10,2,32,5,0.001
To 5,0.0003640461542087,5,103,784_256_128_64_10,2,32,5,0.001
To 5,0.0003684506973943,5,103,784_256_128_64_10,2,32,5,0.001
To 5,0.0003604503406784,5,103,784_256_128_64_10,2,32,5,0.001
To 5,0.0003694169244415,5,103,784_256_128_64_10,2,32,5,0.001
To 5,0.0003631020644265,5,103,784_256_128_64_10,2,32,5,0.001
To 5,0.0003767097651518,5,103,784_256_128_64_10,2,32,5,0.001
To 5,0.0003693217199266,5,103,784_256_128_64_10,2,32,5,0.001
To 5,0.0003674595047709,5,103,784_256_128_64_10,2,32,5,0.001
To 5,0.000371114627735,5,103,784_256_128_64_10,2,32,5,0.001
To 5,0.0003718952720414,5,103,784_256_128_64_10,2,32,5,0.001
To 6,0.0003702006732035,6,103,784_256_128_64_10,2,32,5,0.001
To 6,0.0003663479289921,6,103,784_256_128_64_10,2,32,5,0.001
To 6,0.0003742466004795,6,103,784_256_128_64_10,2,32,5,0.001
To 6,0.000364286193874,6,103,784_256_128_64_10,2,32,5,0.001
To 6,0.0003702154835009,6,103,784_256_128_64_10,2,32,5,0.001
To 6,0.0003647626770867,6,103,784_256_128_64_10,2,32,5,0.001
To 6,0.0003754403237458,6,103,784_256_128_64_10,2,32,5,0.001
To 6,0.0003684113970984,6,103,784_256_128_64_10,2,32,5,0.001
To 6,0.0003700914249893,6,103,784_256_128_64_10,2,32,5,0.001
To 6,0.0003626578541125,6,103,784_256_128_64_10,2,32,5,0.001
To 7,0.0003627658194813,7,103,784_256_128_64_10,2,32,5,0.001
To 7,0.0003649302131624,7,103,784_256_128_64_10,2,32,5,0.001
To 7,0.0003639520419343,7,103,784_256_128_64_10,2,32,5,0.001
To 7,0.0003760563455706,7,103,784_256_128_64_10,2,32,5,0.001
To 7,0.0003725521126066,7,103,784_256_128_64_10,2,32,5,0.001
To 7,0.0003681235318661,7,103,784_256_128_64_10,2,32,5,0.001
To 7,0.0003735964150095,7,103,784_256_128_64_10,2,32,5,0.001
To 7,0.0003900866141686,7,103,784_256_128_64_10,2,32,5,0.001
To 7,0.0003692653640055,7,103,784_256_128_64_10,2,32,5,0.001
To 7,0.0003684920337379,7,103,784_256_128_64_10,2,32,5,0.001
To 8,0.0003622645575009,8,103,784_256_128_64_10,2,32,5,0.001
To 8,0.0003694570759842,8,103,784_256_128_64_10,2,32,5,0.001
To 8,0.0003654142137684,8,103,784_256_128_64_10,2,32,5,0.001
To 8,0.0003650310851921,8,103,784_256_128_64_10,2,32,5,0.001
To 8,0.0003774357538153,8,103,784_256_128_64_10,2,32,5,0.001
To 8,0.0003744573893927,8,103,784_256_128_64_10,2,32,5,0.001
To 8,0.0003679496383127,8,103,784_256_128_64_10,2,32,5,0.001
To 8,0.0003702549438074,8,103,784_256_128_64_10,2,32,5,0.001
To 8,0.0003680095610478,8,103,784_256_128_64_10,2,32,5,0.001
To 8,0.0003751967133594,8,103,784_256_128_64_10,2,32,5,0.001
To 9,0.0003672021535412,9,103,784_256_128_64_10,2,32,5,0.001
To 9,0.0003732043622136,9,103,784_256_128_64_10,2,32,5,0.001
To 9,0.000358500289279,9,103,784_256_128_64_10,2,32,5,0.001
To 9,0.0003620291262153,9,103,784_256_128_64_10,2,32,5,0.001
To 9,0.0003702671699274,9,103,784_256_128_64_10,2,32,5,0.001
To 9,0.0003755921978777,9,103,784_256_128_64_10,2,32,5,0.001
To 9,0.000372569267682,9,103,784_256_128_64_10,2,32,5,0.001
To 9,0.0003734447152239,9,103,784_256_128_64_10,2,32,5,0.001
To 9,0.0003673272945041,9,103,784_256_128_64_10,2,32,5,0.001
To 9,0.0003698472696,9,103,784_256_128_64_10,2,32,5,0.001
To 0,0.0003712902079849,0,104,784_256_128_64_10,1,64,3,0.01
To 0,0.000371492419842,0,104,784_256_128_64_10,1,64,3,0.01
To 0,0.0003734056005959,0,104,784_256_128_64_10,1,64,3,0.01
To 0,0.0003673091637765,0,104,784_256_128_64_10,1,64,3,0.01
To 0,0.0003732011944728,0,104,784_256_128_64_10,1,64,3,0.01
To 0,0.0003706043889801,0,104,784_256_128_64_10,1,64,3,0.01
To 0,0.0003635738752526,0,104,784_256_128_64_10,1,64,3,0.01
To 0,0.0003778822326256,0,104,784_256_128_64_10,1,64,3,0.01
To 0,0.0003724707344363,0,104,784_256_128_64_10,1,64,3,0.01
To 0,0.0003684343932068,0,104,784_256_128_64_10,1,64,3,0.01
To 1,0.0003662186363059,1,104,784_256_128_64_10,1,64,3,0.01
To 1,0.0003745520753519,1,104,784_256_128_64_10,1,64,3,0.01
To 1,0.0003752734543613,1,104,784_256_128_64_10,1,64,3,0.01
To 1,0.0003631008205129,1,104,784_256_128_64_10,1,64,3,0.01
To 1,0.000370091015285,1,104,784_256_128_64_10,1,64,3,0.01
To 1,0.0003675423558484,1,104,784_256_128_64_10,1,64,3,0.01
To 1,0.0003762636795516,1,104,784_256_128_64_10,1,64,3,0.01
To 1,0.0003760858180405,1,104,784_256_128_64_10,1,64,3,0.01
To 1,0.000367743479126,1,104,784_256_128_64_10,1,64,3,0.01
To 1,0.0003756323857093,1,104,784_256_128_64_10,1,64,3,0.01
To 2,0.0003724117010412,2,104,784_256_128_64_10,1,64,3,0.01
To 2,0.0003637642730456,2,104,784_256_128_64_10,1,64,3,0.01
To 2,0.00037306987525,2,104,784_256_128_64_10,1,64,3,0.01
To 2,0.0003691588811988,2,104,784_256_128_64_10,1,64,3,0.01
To 2,0.0003741224028362,2,104,784_256_128_64_10,1,64,3,0.01
To 2,0.0003625273704528,2,104,784_256_128_64_10,1,64,3,0.01
To 2,0.0003687848986161,2,104,784_256_128_64_10,1,64,3,0.01
To 2,0.0003723797974763,2,104,784_256_128_64_10,1,64,3,0.01
To 2,0.000366355078082,2,104,784_256_128_64_10,1,64,3,0.01
To 2,0.0003702576833826,2,104,784_256_128_64_10,1,64,3,0.01
To 3,0.0003756287423047,3,104,784_256_128_64_10,1,64,3,0.01
To 3,0.0003702893436472,3,104,784_256_128_64_10,1,64,3,0.01
To 3,0.0003662186415017,3,104,784_256_128_64_10,1,64,3,0.01
To 3,0.0003727624061524,3,104,784_256_128_64_10,1,64,3,0.01
To 3,0.0003791459964248,3,104,784_256_128_64_10,1,64,3,0.01
To 3,0.0003720083115243,3,104,784_256_128_64_10,1,64,3,0.01
To 3,0.0003710127735542,3,104,784_256_128_64_10,1,64,3,0.01
To 3,0.0003895839216255,3,104,784_256_128_64_10,1,64,3,0.01
To 3,0.0003640576620786,3,104,784_256_128_64_10,1,64,3,0.01
To 3,0.0003808025241822,3,104,784_256_128_64_10,1,64,3,0.01
To 4,0.0003665607173109,4,104,784_256_128_64_10,1,64,3,0.01
To 4,0.000363943930071,4,104,784_256_128_64_10,1,64,3,0.01
To 4,0.0003706997558559,4,104,784_256_128_64_10,1,64,3,0.01
To 4,0.0003813846906026,4,104,784_256_128_64_10,1,64,3,0.01
To 4,0.0003724135329566,4,104,784_256_128_64_10,1,64,3,0.01
To 4,0.0003765992815626,4,104,784_256_128_64_10,1,64,3,0.01
To 4,0.0003734259847485,4,104,784_256_128_64_10,1,64,3,0.01
To 4,0.0003801328841954,4,104,784_256_128_64_10,1,64,3,0.01
To 4,0.0003679289784229,4,104,784_256_128_64_10,1,64,3,0.01
To 4,0.000365617484082,4,104,784_256_128_64_10,1,64,3,0.01
To 5,0.0003668702974924,5,104,784_256_128_64_10,1,64,3,0.01
To 5,0.0003703061967169,5,104,784_256_128_64_10,1,64,3,0.01
To 5,0.0003674493183514,5,104,784_256_128_64_10,1,64,3,0.01
To 5,0.0003669430923687,5,104,784_256_128_64_10,1,64,3,0.01
To 5,0.0003721327965656,5,104,784_256_128_64_10,1,64,3,0.01
To 5,0.0003787292104189,5,104,784_256_128_64_10,1,64,3,0.01
To 5,0.000381703828571,5,104,784_256_128_64_10,1,64,3,0.01
To 5,0.0003643884231795,5,104,784_256_128_64_10,1,64,3,0.01
To 5,0.0003710692723592,5,104,784_256_128_64_10,1,64,3,0.01
To 5,0.0003658470745252,5,104,784_256_128_64_10,1,64,3,0.01
To 6,0.0003639424174806,6,104,784_256_128_64_10,1,64,3,0.01
To 6,0.000365473127058,6,104,784_256_128_64_10,1,64,3,0.01
To 6,0.0003729955469993,6,104,784_256_128_64_10,1,64,3,0.01
To 6,0.000378103421126,6,104,784_256_128_64_10,1,64,3,0.01
To 6,0.0003717448758911,6,104,784_256_128_64_10,1,64,3,0.01
To 6,0.0003742315222418,6,104,784_256_128_64_10,1,64,3,0.01
To 6,0.0003705925655804,6,104,784_256_128_64_10,1,64,3,0.01
To 6,0.0003726515523455,6,104,784_256_128_64_10,1,64,3,0.01
To 6,0.0003772322036768,6,104,784_256_128_64_10,1,64,3,0.01
To 6,0.0003725353822686,6,104,784_256_128_64_10,1,64,3,0.01
To 7,0.0003623757686914,7,104,784_256_128_64_10,1,64,3,0.01
To 7,0.0003701184913374,7,104,784_256_128_64_10,1,64,3,0.01
To 7,0.0003717433881785,7,104,784_256_128_64_10,1,64,3,0.01
To 7,0.0003732776440436,7,104,784_256_128_64_10,1,64,3,0.01
To 7,0.0003715259085897,7,104,784_256_128_64_10,1,64,3,0.01
To 7,0.0003741640469123,7,104,784_256_128_64_10,1,64,3,0.01
To 7,0.0003705712611312,7,104,784_256_128_64_10,1,64,3,0.01
To 7,0.0003635231424679,7,104,784_256_128_64_10,1,64,3,0.01
